0,001068115
0,001127987
0,001778445
0,002509332
0,002217664
0,001409326
0,0003875344
0,0003305242
0,0006517126
0,0009643069
0,0008569903
0,0009404246
0,001121305
0,001174212
0,000938666
0,00146656
0,001522042
0,0008583619
0,000347786
0,0008679346
0,0008381081
0,001657524
0,001998626
0,001005039
7,085116E-05
0,0002552184
0,0003163834
0,001154601
0,0007710262
0,001170649
0,001059472
0,001388663
0,001494399
0,001244503
0,0005453936
0,001669739
0,00229772
0,002199785
0,001082666
0,0001587864
0,00115413
0,0005819292
0,0007152546
0,0007185236
0,0005757065
0,0005042512
0,001575181
0,001858053
0,001195917
0,0008269293
0,00164821
0,0008572251
0,0009114091
0,0009172431
0,001417723
0,002150696
0,001767516
0,001820886
0,001423113
0,001768351
0,002125108
0,001948359
0,0009735035
0,001528347
0,00178795
0,0006739657
0,002444388
0,00258109
0,002012491
0,002045186
0,001487762
0,001234637
0,001946767
0,002509456
0,001798264
0,001194322
0,00219779
0,002031609
3,603067E-05
0,001064255
0,001444802
0,001662327
0,002618146
0,003611651
0,002246351
0,0006223412
0,001979928
0,001725534
0,0005584507
0,001400389
0,001939689
0,002176412
0,0009125962
0,0007416385
0,0004717023
0,001927817
0,003052839
0,002114684
0,001402729
0,0006785764
0,001986033
0,003055616
0,002581311
0,002131984
0,001005242
0,001857752
0,002509717
0,002065004
0,001889735
0,001610342
0,001420862
0,001947558
0,003763139
0,004667897
0,006021326
0,001319776
0,0005205773
0,001462159
0,001846882
0,003079238
0,002869393
0,001819609
0,001773758
0,003542184
0,002844961
0,003528085
0,003141191
0,005481128
0,0255127
0,005481128
0,003141191
0,003528085
0,002844961
0,003542184
0,001773758
0,001819609
0,002869393
0,003079238
0,001846882
0,001462159
0,0005205773
0,001319776
0,006021326
0,004667897
0,003763139
0,001947558
0,001420862
0,001610342
0,001889735
0,002065004
0,002509717
0,001857752
0,001005242
0,002131984
0,002581311
0,003055616
0,001986033
0,0006785764
0,001402729
0,002114684
0,003052839
0,001927817
0,0004717023
0,0007416385
0,0009125962
0,002176412
0,001939689
0,001400389
0,0005584507
0,001725534
0,001979928
0,0006223412
0,002246351
0,003611651
0,002618146
0,001662327
0,001444802
0,001064255
3,603067E-05
0,002031609
0,00219779
0,001194322
0,001798264
0,002509456
0,001946767
0,001234637
0,001487762
0,002045186
0,002012491
0,00258109
0,002444388
0,0006739657
0,00178795
0,001528347
0,0009735035
0,001948359
0,002125108
0,001768351
0,001423113
0,001820886
0,001767516
0,002150696
0,001417723
0,0009172431
0,0009114091
0,0008572251
0,00164821
0,0008269293
0,001195917
0,001858053
0,001575181
0,0005042512
0,0005757065
0,0007185236
0,0007152546
0,0005819292
0,00115413
0,0001587864
0,001082666
0,002199785
0,00229772
0,001669739
0,0005453936
0,001244503
0,001494399
0,001388663
0,001059472
0,001170649
0,0007710262
0,001154601
0,0003163834
0,0002552184
7,085116E-05
0,001005039
0,001998626
0,001657524
0,0008381081
0,0008679346
0,000347786
0,0008583619
0,001522042
0,00146656
0,000938666
0,001174212
0,001121305
